AddressLine,Suburb,PostCode,PropertyType,BuildingSize,EER,BedRooms,Bathroosm,Parking,BlockSize,AgencyName,ListingDate,ContractDate,TransferDate,Purpose,UV_Value,TranserAmount
42 Seekamp Street,Denman Prospect,2611,N/A,N/A,N/A,N/A,N/A,N/A,462.0,N/A,,2021-04-23T00:00:00,2022-11-02,SINGLE RESIDENTIAL DWELLING,,550000.0
2 Matters Street,Denman Prospect,2611,N/A,N/A,N/A,N/A,N/A,N/A,464.0,N/A,,2021-03-30T00:00:00,2022-11-02,SINGLE RESIDENTIAL DWELLING,,484000.0
44 Seekamp Street,Denman Prospect,2611,N/A,N/A,N/A,N/A,N/A,N/A,426.0,N/A,,2021-04-22T00:00:00,2022-11-02,SINGLE RESIDENTIAL DWELLING,,510000.0
108 Ada Norris Avenue,Denman Prospect,2611,N/A,N/A,N/A,N/A,N/A,N/A,416.0,N/A,,2021-07-28T00:00:00,2022-11-02,SINGLE RESIDENTIAL DWELLING,,417500.0
13/92 McMichael Terrace,Denman Prospect,2611,N/A,N/A,N/A,N/A,N/A,N/A,3832.0,N/A,,2022-09-09T00:00:00,2022-11-02,MULTIPLE UNIT DWELLING,,560000.0
23/34 Alex Colley Crescent,Wright,2611,N/A,N/A,N/A,N/A,N/A,N/A,3198.0,N/A,,2022-09-21T00:00:00,2022-11-01,MULTIPLE UNIT DWELLING,,340000.0
54/25 John Gorton Drive,Wright,2611,APARTMENT,,6,1,1,1,11315.0,MARQ Property,2022-09-20T00:00:00,2022-09-19T00:00:00,2022-10-31,MULTIPLE UNIT DWELLING,53900.0,455000.0
16/2 Newchurch Street,Coombs,2611,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,,2022-10-29T11:00:00,,,,
63 Leontine Loop,Denman Prospect,2611,N/A,N/A,N/A,N/A,N/A,N/A,240.0,N/A,,2021-10-26T00:00:00,2022-10-28,SINGLE RESIDENTIAL DWELLING,,250000.0
21/41 Philip Hodgins Street,Wright,2611,N/A,N/A,N/A,N/A,N/A,N/A,17935.0,N/A,,2022-09-21T00:00:00,2022-10-28,MULTIPLE UNIT DWELLING,,455000.0
65 Leontine Loop,Denman Prospect,2611,N/A,N/A,N/A,N/A,N/A,N/A,240.0,N/A,,2021-10-26T00:00:00,2022-10-28,SINGLE RESIDENTIAL DWELLING,,250000.0
56/41 Philip Hodgins Street,Wright,2611,N/A,N/A,N/A,N/A,N/A,N/A,17935.0,N/A,,2022-09-17T00:00:00,2022-10-28,MULTIPLE UNIT DWELLING,,754500.0
28 Quong Tart Avenue,Denman Prospect,2611,N/A,N/A,N/A,N/A,N/A,N/A,423.0,N/A,,2021-03-16T00:00:00,2022-10-27,SINGLE RESIDENTIAL DWELLING,,444000.0
22 Quong Tart Avenue,Denman Prospect,2611,N/A,N/A,N/A,N/A,N/A,N/A,474.0,N/A,,2021-06-25T00:00:00,2022-10-27,SINGLE RESIDENTIAL DWELLING,,565000.0
75 Leontine Loop,Denman Prospect,2611,N/A,N/A,N/A,N/A,N/A,N/A,426.0,N/A,,2021-03-02T00:00:00,2022-10-27,SINGLE RESIDENTIAL DWELLING,,459000.0
19 Leontine Loop,Denman Prospect,2611,N/A,N/A,N/A,N/A,N/A,N/A,375.0,N/A,,2021-06-25T00:00:00,2022-10-27,SINGLE RESIDENTIAL DWELLING,,470000.0
12 Quong Tart Avenue,Denman Prospect,2611,N/A,N/A,N/A,N/A,N/A,N/A,489.0,N/A,,2021-04-22T00:00:00,2022-10-27,SINGLE RESIDENTIAL DWELLING,,585000.0
22 Leontine Loop,Denman Prospect,2611,N/A,N/A,N/A,N/A,N/A,N/A,432.0,N/A,,2021-03-04T00:00:00,2022-10-27,SINGLE RESIDENTIAL DWELLING,,451000.0
14 Matters Street,Denman Prospect,2611,N/A,N/A,N/A,N/A,N/A,N/A,607.0,N/A,,2020-10-30T00:00:00,2022-10-27,SINGLE RESIDENTIAL DWELLING,,580000.0
10 Matters Street,Denman Prospect,2611,N/A,N/A,N/A,N/A,N/A,N/A,540.0,N/A,,2021-02-26T00:00:00,2022-10-27,SINGLE RESIDENTIAL DWELLING,,559000.0
23 Buttfield Street,Coombs,2611,HOUSE,276,5,4,2,4,621.0,Impact Properties Canberra,2022-08-11T00:00:00,2022-09-03T00:00:00,2022-10-27,SINGLE RESIDENTIAL DWELLING,636000.0,1455000.0
117 Ada Norris Avenue,Denman Prospect,2611,N/A,N/A,N/A,N/A,N/A,N/A,378.0,N/A,,2020-11-02T00:00:00,2022-10-27,SINGLE RESIDENTIAL DWELLING,,380000.0
30 Quong Tart Avenue,Denman Prospect,2611,N/A,N/A,N/A,N/A,N/A,N/A,480.0,N/A,,2021-03-09T00:00:00,2022-10-27,SINGLE RESIDENTIAL DWELLING,,499000.0
10 Ester Lane,Denman Prospect,2611,N/A,N/A,N/A,N/A,N/A,N/A,210.0,N/A,,2022-05-23T00:00:00,2022-10-27,SINGLE RESIDENTIAL DWELLING,,250000.0
8 Ester Lane,Denman Prospect,2611,N/A,N/A,N/A,N/A,N/A,N/A,210.0,N/A,,2022-05-23T00:00:00,2022-10-27,SINGLE RESIDENTIAL DWELLING,,250000.0
23 Leontine Loop,Denman Prospect,2611,N/A,N/A,N/A,N/A,N/A,N/A,568.0,N/A,,2021-04-30T00:00:00,2022-10-27,SINGLE RESIDENTIAL DWELLING,,680000.0
51 Leontine Loop,Denman Prospect,2611,N/A,N/A,N/A,N/A,N/A,N/A,649.0,N/A,,2021-06-30T00:00:00,2022-10-27,SINGLE RESIDENTIAL DWELLING,,500000.0
28 Leontine Loop,Denman Prospect,2611,N/A,N/A,N/A,N/A,N/A,N/A,396.0,N/A,,2021-03-17T00:00:00,2022-10-27,SINGLE RESIDENTIAL DWELLING,,408000.0
29 Seekamp Street,Denman Prospect,2611,N/A,N/A,N/A,N/A,N/A,N/A,480.0,N/A,,2021-06-28T00:00:00,2022-10-27,SINGLE RESIDENTIAL DWELLING,,595000.0
105 Ada Norris Avenue,Denman Prospect,2611,N/A,N/A,N/A,N/A,N/A,N/A,423.0,N/A,,2020-11-30T00:00:00,2022-10-27,SINGLE RESIDENTIAL DWELLING,,420000.0
105 Ada Norris Avenue,Denman Prospect,2611,N/A,N/A,N/A,N/A,N/A,N/A,423.0,N/A,,2022-09-01T00:00:00,2022-10-27,SINGLE RESIDENTIAL DWELLING,,775000.0
37 Quong Tart Avenue,Denman Prospect,2611,N/A,N/A,N/A,N/A,N/A,N/A,420.0,N/A,,2021-02-25T00:00:00,2022-10-26,SINGLE RESIDENTIAL DWELLING,,439000.0
12 Leontine Loop,Denman Prospect,2611,N/A,N/A,N/A,N/A,N/A,N/A,440.0,N/A,,2021-02-26T00:00:00,2022-10-26,SINGLE RESIDENTIAL DWELLING,,451000.0
24 Penketh Street,Denman Prospect,2611,N/A,N/A,N/A,N/A,N/A,N/A,462.0,N/A,,2021-02-26T00:00:00,2022-10-26,MULTIPLE UNIT DWELLING,,479000.0
204/24 Philip Hodgins Street,Wright,2611,APARTMENT,,6,2,2,2,,VERV Property,2022-10-18T00:00:00,2022-10-26T00:00:00,,,45900.0,550000.0
244/36 Philip Hodgins Street,Wright,2611,APARTMENT,,6,2,1,2,,Blewitt Properties,2022-09-15T00:00:00,2022-10-26T00:00:00,,,45900.0,530000.0
132/61 John Gorton Drive,Wright,2611,N/A,N/A,N/A,N/A,N/A,N/A,17625.0,N/A,,2022-09-12T00:00:00,2022-10-26,TEMPORARY USE,,460000.0
243 Sculthorpe Avenue,Whitlam,2611,N/A,N/A,N/A,N/A,N/A,N/A,228.0,N/A,,2021-12-06T00:00:00,2022-10-26,SINGLE RESIDENTIAL DWELLING,,432500.0
50/11 Gustin Street,Coombs,2611,TOWNHOUSE,,6,4,2,2,,Independent Gungahlin,2022-10-05T00:00:00,2022-10-26T00:00:00,,,,830000.0
36 Quong Tart Avenue,Denman Prospect,2611,N/A,N/A,N/A,N/A,N/A,N/A,477.0,N/A,,2021-03-04T00:00:00,2022-10-26,SINGLE RESIDENTIAL DWELLING,,494000.0
16 Ena Noel Street,Coombs,2611,HOUSE,267,4.5,4,2,2,534.0,The Property Collective,2022-05-19T00:00:00,2022-09-09T00:00:00,2022-10-25,SINGLE RESIDENTIAL DWELLING,586000.0,1855000.0
16 Leontine Loop,Denman Prospect,2611,N/A,N/A,N/A,N/A,N/A,N/A,384.0,N/A,,2021-03-05T00:00:00,2022-10-25,SINGLE RESIDENTIAL DWELLING,,398000.0
27/40 Pearlman Street,Coombs,2611,TOWNHOUSE,107,6,3,2,1,,Blackshaw Weston Creek & Molonglo,2022-08-02T00:00:00,2022-10-25T00:00:00,,,100000.0,700000.0
50/14 Hoolihan Street,Denman Prospect,2611,APARTMENT,58,6,2,1,1,5510.0,Boris Property,2022-08-04T00:00:00,2022-08-30T00:00:00,2022-10-25,MULTIPLE UNIT DWELLING,34440.0,445000.0
46 Seekamp Street,Denman Prospect,2611,N/A,N/A,N/A,N/A,N/A,N/A,426.0,N/A,,2021-04-23T00:00:00,2022-10-25,SINGLE RESIDENTIAL DWELLING,,510000.0
52/124 John Gorton Drive,Coombs,2611,TOWNHOUSE,,6,3,2,1,,Blackshaw Weston Creek & Molonglo,2022-10-25T00:00:00,2022-10-25T00:00:00,,,69978.0,713000.0
122 Ada Norris Avenue,Denman Prospect,2611,N/A,N/A,N/A,N/A,N/A,N/A,598.0,N/A,,2020-10-28T00:00:00,2022-10-25,SINGLE RESIDENTIAL DWELLING,,602500.0
48 Seekamp Street,Denman Prospect,2611,N/A,N/A,N/A,N/A,N/A,N/A,462.0,N/A,,2021-04-27T00:00:00,2022-10-24,SINGLE RESIDENTIAL DWELLING,,555000.0
101 Ada Norris Avenue,Denman Prospect,2611,N/A,N/A,N/A,N/A,N/A,N/A,423.0,N/A,,2020-10-27T00:00:00,2022-10-24,SINGLE RESIDENTIAL DWELLING,,427500.0
16/92 McMichael Terrace,Denman Prospect,2611,N/A,N/A,N/A,N/A,N/A,N/A,3832.0,N/A,,2022-08-11T00:00:00,2022-10-24,MULTIPLE UNIT DWELLING,,590000.0
24/14 Hoolihan Street,Denman Prospect,2611,N/A,N/A,N/A,N/A,N/A,N/A,5510.0,N/A,,2022-02-04T00:00:00,2022-10-21,MULTIPLE UNIT DWELLING,,375000.0
24/14 Hoolihan Street,Denman Prospect,2611,N/A,N/A,N/A,N/A,N/A,N/A,5510.0,N/A,,2018-12-07T00:00:00,2022-10-21,MULTIPLE UNIT DWELLING,,374900.0
50/40 Philip Hodgins Street,Wright,2611,APARTMENT,113,5.5,2,2,2,,Hayman Partners,2022-08-25T00:00:00,2022-10-20T00:00:00,,,45900.0,600000.0
54/14 Hoolihan Street,Denman Prospect,2611,APARTMENT,,6,2,2,2,5510.0,Belle Property Canberra,2022-08-11T00:00:00,2022-09-19T00:00:00,2022-10-19,MULTIPLE UNIT DWELLING,34440.0,610000.0
2 Taggart Terrace,Coombs,2611,TOWNHOUSE,275,6,3,2,2,200.0,Town Residential,2022-07-06T00:00:00,2022-08-03T00:00:00,2022-10-19,SINGLE RESIDENTIAL DWELLING,304000.0,800000.0
20/9 Felstead Vista,Denman Prospect,2611,N/A,N/A,N/A,N/A,N/A,N/A,6900.0,N/A,,2022-09-09T00:00:00,2022-10-19,MULTIPLE UNIT DWELLING,,790000.0
9 Tahourdin Vista,Whitlam,2611,N/A,N/A,N/A,N/A,N/A,N/A,417.0,N/A,,2022-09-21T00:00:00,2022-10-19,SINGLE RESIDENTIAL DWELLING,,262500.0
20 Laffan Street,Coombs,2611,HOUSE,,5,5,3,2,549.0,Independent Our Team,2022-07-28T00:00:00,2022-08-23T00:00:00,2022-10-19,SINGLE RESIDENTIAL DWELLING,597000.0,180000.0
115 Ada Norris Avenue,Denman Prospect,2611,N/A,N/A,N/A,N/A,N/A,N/A,375.0,N/A,,2020-10-26T00:00:00,2022-10-19,SINGLE RESIDENTIAL DWELLING,,375000.0
10 Leontine Loop,Denman Prospect,2611,N/A,N/A,N/A,N/A,N/A,N/A,471.0,N/A,,2021-02-26T00:00:00,2022-10-19,SINGLE RESIDENTIAL DWELLING,,491000.0
47/9 Felstead Vista,Denman Prospect,2611,TOWNHOUSE,134,6,2,2,1,6900.0,Independent Woden,2022-07-28T00:00:00,2022-09-02T00:00:00,2022-10-18,MULTIPLE UNIT DWELLING,102800.0,720000.0
65 Cornelius Street,Coombs,2611,HOUSE,297,5,4,2,2,849.0,Blackshaw Manuka,2022-07-07T00:00:00,2022-08-15T00:00:00,2022-10-17,SINGLE RESIDENTIAL DWELLING,697000.0,1975000.0
5 Diesendorf Street,Wright,2611,HOUSE,,5.5,4,2,2,519.0,Belle Property Canberra,2022-07-07T00:00:00,2022-07-30T00:00:00,2022-10-17,SINGLE RESIDENTIAL DWELLING,644000.0,1450000.0
3/60 John Gorton Drive,Coombs,2611,APARTMENT,,6,2,1,1,,Stone Gungahlin ,2022-08-24T00:00:00,2022-10-17T00:00:00,,,43200.0,460000.0
16 Keith Bain Crest,Whitlam,2611,HOUSE_AND_LAND_PACKAGE,,,4,3,2,,Vision Property Investment Group - Canberra,2022-08-01T00:00:00,2022-10-15T00:00:00,,,,1160000.0
10 Keith Bain Crest,Whitlam,2611,HOUSE_AND_LAND_PACKAGE,,,4,3,2,,Vision Property Investment Group - Canberra,2021-06-28T00:00:00,2022-10-15T00:00:00,,,,1465000.0
40 Eggins Street,Denman Prospect,2611,LAND,,,0,0,0,414.0,Connected Agency,2022-05-13T00:00:00,2022-10-14T00:00:00,,,,714150.0
38/58 Max Jacobs Avenue,Wright,2611,TOWNHOUSE,,6,3,3,2,,Blackshaw Woden,2022-09-01T00:00:00,2022-10-14T00:00:00,,,53856.0,710000.0
5 Kemmis Street,Denman Prospect,2611,HOUSE,246,6,4,2,2,545.0,Luton Properties Weston Creek and Molonglo Valley,2022-08-04T00:00:00,2022-08-19T00:00:00,2022-10-13,SINGLE RESIDENTIAL DWELLING,705000.0,1380000.0
247 Sculthorpe Avenue,Whitlam,2611,N/A,N/A,N/A,N/A,N/A,N/A,238.0,N/A,,2021-10-08T00:00:00,2022-10-12,SINGLE RESIDENTIAL DWELLING,,442500.0
37/2 Newchurch Street,Coombs,2611,N/A,N/A,N/A,N/A,N/A,N/A,9759.0,N/A,,2022-09-05T00:00:00,2022-10-11,MULTIPLE UNIT DWELLING,,562500.0
4 Keith Bain Crest,Whitlam,2611,N/A,N/A,N/A,N/A,N/A,N/A,150.0,N/A,,2022-01-18T00:00:00,2022-10-11,SINGLE RESIDENTIAL DWELLING,,350000.0
93 Holborow Avenue,Denman Prospect,2611,TOWNHOUSE,201,6,4,3,2,,Blackshaw Weston Creek & Molonglo,2022-07-12T00:00:00,2022-10-11T00:00:00,,,,980000.0
24 Jackonia Street,Whitlam,2611,N/A,N/A,N/A,N/A,N/A,N/A,462.0,N/A,,2022-08-04T00:00:00,2022-10-10,SINGLE RESIDENTIAL DWELLING,,525000.0
2 Lindsay Pryor Street,Wright,2611,HOUSE,322,6,4,2,3,647.0,Michael Potter Real Estate,2022-09-08T00:00:00,2022-10-10T00:00:00,,,675000.0,1600000.0
16/62 Max Jacobs Avenue,Wright,2611,UNIT,,4,1,1,1,,Independent Inner North & City,2022-09-15T00:00:00,2022-10-10T00:00:00,,,53856.0,425000.0
22B Castan Street,Coombs,2611,TOWNHOUSE,,6,3,2,2,,Confidence Real Estate ,2022-06-24T00:00:00,2022-10-04T00:00:00,,,74925.0,700000.0
231 John Gorton Drive,Wright,2611,TOWNHOUSE,,6,4,3,2,,VERV Property,2022-08-03T00:00:00,2022-10-04T00:00:00,,,2400000.0,890000.0
32 Laurel Martyn View,Whitlam,2611,N/A,N/A,N/A,N/A,N/A,N/A,638.0,N/A,,2022-08-17T00:00:00,2022-10-04,SINGLE RESIDENTIAL DWELLING,,1050000.0
74/2 McMichael Terrace,Denman Prospect,2611,N/A,N/A,N/A,N/A,N/A,N/A,9199.0,N/A,,2021-04-06T00:00:00,2022-10-04,MULTIPLE UNIT DWELLING,,506900.0
29 Porter Street,Wright,2611,HOUSE,224,6,4,2,2,531.0,Belle Property Canberra,2022-06-16T00:00:00,2022-08-05T00:00:00,2022-10-04,SINGLE RESIDENTIAL DWELLING,658000.0,1500000.0
91/2 Peter Cullen Way,Wright,2611,UNIT,78,6,2,2,2,,Independent Woden,2022-08-16T00:00:00,2022-10-04T00:00:00,,,53856.0,530000.0
17 Keith Bain Crest,Whitlam,2611,N/A,N/A,N/A,N/A,N/A,N/A,445.0,N/A,,2022-07-01T00:00:00,2022-09-29,SINGLE RESIDENTIAL DWELLING,,520000.0
39/18 Cornelius Street,Coombs,2611,TOWNHOUSE,96,6,3,2,2,,PURNELL,2022-07-27T00:00:00,2022-09-28T00:00:00,,,,720000.0
22/32 Alex Colley Crescent,Wright,2611,APARTMENT,,6,2,1,1,,Hayman Partners,2022-09-08T00:00:00,2022-09-28T00:00:00,,,2400000.0,450000.0
31 Malcolm Cole Terrace,Whitlam,2611,N/A,N/A,N/A,N/A,N/A,N/A,626.0,N/A,,2022-07-11T00:00:00,2022-09-27,SINGLE RESIDENTIAL DWELLING,,745000.0
27 Malcolm Cole Terrace,Whitlam,2611,N/A,N/A,N/A,N/A,N/A,N/A,245.0,N/A,,2022-07-11T00:00:00,2022-09-27,SINGLE RESIDENTIAL DWELLING,,525000.0
23 Malcolm Cole Terrace,Whitlam,2611,N/A,N/A,N/A,N/A,N/A,N/A,350.0,N/A,,2022-07-11T00:00:00,2022-09-27,SINGLE RESIDENTIAL DWELLING,,630000.0
25 Malcolm Cole Terrace,Whitlam,2611,N/A,N/A,N/A,N/A,N/A,N/A,245.0,N/A,,2022-07-11T00:00:00,2022-09-27,SINGLE RESIDENTIAL DWELLING,,525000.0
29 Malcolm Cole Terrace,Whitlam,2611,N/A,N/A,N/A,N/A,N/A,N/A,245.0,N/A,,2022-07-11T00:00:00,2022-09-27,SINGLE RESIDENTIAL DWELLING,,525000.0
